Ticket_ID,Customer_ID,Account_ID,Loan_ID,Branch_Name,Issue_Category,Description,Date_Opened,Date_Closed,Priority,Status,Resolution_Remarks,Support_Agent,Channel,Customer_Rating
T00290,C0472,A6890,458,Martin LLC Branch,Loan Payment Delay,System detected loan payment delay.,2021-07-26,2021-08-23,Low,Closed,Loan schedule updated.,Vansha Sood,Email,4
T00291,C0377,A3188,340,Frazier and Sons Branch,EMI Auto-debit Failed,Customer reported emi auto-debit failed.,2022-08-20,2022-08-30,Medium,Resolved,Card replaced and activated.,Owen Mahajan,Mobile App,2
T00292,C0271,A5184,,Harris Ltd Branch,Interest Rate Dispute,Client raised interest rate dispute.,2020-06-20,2020-06-26,Low,Open,Card replaced and activated.,Wishi Chhabra,Phone,2
T00293,C0132,A9442,,"Woods, Patterson and Owens Branch",Debit Card Delivery Delay,System detected debit card delivery delay.,2023-07-25,2023-07-30,Critical,Escalated,Card replaced and activated.,Veda Samra,Mobile App,1
T00294,C0344,A0619,,"Peters, Mercer and Floyd Branch",UPI Payment Failed,Client raised upi payment failed.,2015-02-27,,Medium,Open,KYC documents verified.,Ria Ghose,Phone,2
T00295,C0154,A5642,166,"Wallace, Reynolds and Williams Branch",Loan Payment Delay,System detected loan payment delay.,2019-04-21,2019-05-01,High,Escalated,KYC documents verified.,Udyati Mody,In-person,4
T00296,C0298,A2193,,"Griffin, White and Miller Branch",Unauthorized Transaction,System detected unauthorized transaction.,2020-06-30,2020-07-07,Low,In Progress,Pending customer verification.,Ekapad Jhaveri,Phone,2
T00297,C0252,A0360,116,Brooks Group Branch,Loan Foreclosure,Client raised loan foreclosure.,2019-02-10,2019-03-08,Low,Closed,Issue resolved successfully.,Gaurika Pillay,Email,1
T00298,C0209,A0791,,Petersen-Alvarado Branch,Account Frozen,Client raised account frozen.,2019-04-07,2019-04-16,Medium,In Progress,KYC documents verified.,Gaurika Pillay,Email,3
T00299,C0478,A6896,,Richard-Lowe Branch,Unauthorized Transaction,System detected unauthorized transaction.,2018-01-10,2018-02-02,Low,Closed,KYC documents verified.,Vansha Sood,Email,3
T00300,C0070,A1868,,"Sanchez, Cooper and Suarez Branch",Mismatch in Account Statement,Client raised mismatch in account statement.,2021-10-30,2021-11-08,Medium,Resolved,KYC documents verified.,Lavanya Hans,In-person,2
T00301,C0260,A0646,,Cortez-Brown Branch,Interest Rate Dispute,Customer reported interest rate dispute.,2022-09-19,,Low,Open,KYC documents verified.,Chaitaly Vaidya,Email,5
T00302,C0430,A8096,,Martinez-Bell Branch,EMI Auto-debit Failed,Customer reported emi auto-debit failed.,2023-09-28,2023-10-22,High,In Progress,Card replaced and activated.,Rehaan Balakrishnan,In-person,4
T00303,C0279,A0821,,Warner-Shelton Branch,Interest Rate Dispute,Client raised interest rate dispute.,2015-06-11,,High,Escalated,KYC documents verified.,Ekanta Devan,Email,1
T00304,C0183,A0159,,Chavez and Sons Branch,Account Frozen,Client raised account frozen.,2016-11-29,2016-12-28,High,Open,Escalated to technical team.,Advik Bhagat,In-person,2
T00305,C0169,A1866,,"Acosta, Murphy and Rojas Branch",EMI Auto-debit Failed,System detected emi auto-debit failed.,2020-02-13,2020-02-26,Critical,In Progress,Issue resolved successfully.,Ranveer Roy,Email,2
T00306,C0089,A1700,,Merritt PLC Branch,Loan Foreclosure,System detected loan foreclosure.,2020-05-31,,Medium,Closed,Card replaced and activated.,Kashvi Doctor,In-person,5
T00307,C0044,A0473,,Jones-Baker Branch,Account Frozen,Customer reported account frozen.,2020-06-22,2020-07-06,Low,Resolved,KYC documents verified.,Niharika Aggarwal,Email,5
T00308,C0301,A9448,,"Powell, Palmer and Martin Branch",Online Transfer Failed,Client raised online transfer failed.,2022-07-06,,Low,Escalated,KYC documents verified.,Ekapad Jhaveri,Phone,4
T00309,C0434,A5665,291,Campbell PLC Branch,EMI Auto-debit Failed,Client raised emi auto-debit failed.,2021-04-05,,Critical,Escalated,Refund processed.,Chanakya Natt,Email,4
T00310,C0421,A5254,211,Evans Ltd Branch,Online Transfer Failed,System detected online transfer failed.,2018-02-13,2018-02-21,Medium,Open,Card replaced and activated.,Bhavya Dutta,Mobile App,1
T00311,C0123,A8167,395,Blair-Rivas Branch,Loan Payment Delay,System detected loan payment delay.,2020-07-30,2020-07-31,Critical,Open,Loan schedule updated.,Falguni Bhandari,Email,1
T00312,C0178,A9900,,Rogers Group Branch,Account Frozen,System detected account frozen.,2021-04-22,2021-05-14,High,Open,Refund processed.,Harish Anne,Mobile App,3
T00313,C0381,A9178,,Mullen-Obrien Branch,Loan Payment Delay,Client raised loan payment delay.,2019-01-28,2019-02-01,Medium,Open,Escalated to technical team.,Ekani Oza,In-person,5
T00314,C0447,A8553,,Brown LLC Branch,Account Frozen,Customer reported account frozen.,2015-07-07,,Critical,Open,Escalated to technical team.,Vansha Sood,Phone,2
T00315,C0103,A1979,27,Atkins-Gay Branch,Loan Payment Delay,System detected loan payment delay.,2023-10-06,2023-10-17,Low,Closed,Issue resolved successfully.,Kashvi Doctor,Mobile App,4
T00316,C0221,A9656,63,Brooks Group Branch,Interest Rate Dispute,Client raised interest rate dispute.,2020-08-05,2020-08-29,Critical,Closed,Refund processed.,Ikbal Sidhu,Phone,5
T00317,C0284,A2846,435,Robinson-Sweeney Branch,Interest Rate Dispute,System detected interest rate dispute.,2022-05-17,2022-06-15,Medium,Resolved,Card replaced and activated.,Niharika Aggarwal,In-person,4
T00318,C0163,A2186,,Chavez and Sons Branch,Online Transfer Failed,System detected online transfer failed.,2022-11-07,,High,Closed,KYC documents verified.,Kalpit Ahuja,Phone,2
T00319,C0031,A4761,,Rogers-King Branch,Loan Foreclosure,Customer reported loan foreclosure.,2016-06-27,,High,Open,Refund processed.,Ekani Oza,Mobile App,5
T00320,C0301,A9350,,Perez-Griffin Branch,KYC Update Required,Customer reported kyc update required.,2020-12-26,2021-01-23,Low,Open,Card replaced and activated.,Ranveer Roy,Email,1
T00321,C0235,A3276,,Newman-Peterson Branch,Loan Foreclosure,System detected loan foreclosure.,2016-10-21,,Medium,Open,KYC documents verified.,Aarnav Sangha,In-person,2
T00322,C0086,A8867,136,Lynch Ltd Branch,Loan Foreclosure,Client raised loan foreclosure.,2020-01-28,2020-02-25,Medium,Closed,Card replaced and activated.,Harish Anne,In-person,1
T00323,C0497,A6252,,Thomas PLC Branch,Interest Rate Dispute,Client raised interest rate dispute.,2023-11-03,,Low,Open,KYC documents verified.,Wishi Chhabra,Phone,5
T00324,C0050,A7260,,Patterson LLC Branch,UPI Payment Failed,Client raised upi payment failed.,2022-11-26,2022-12-08,Medium,In Progress,Escalated to technical team.,Bhavya Dutta,Phone,1
T00325,C0152,A3064,,Ramirez-Brown Branch,Cheque Bounce,Client raised cheque bounce.,2016-05-03,2016-05-17,High,In Progress,Pending customer verification.,Owen Mahajan,In-person,1
T00326,C0267,A5416,,Martin Ltd Branch,Interest Rate Dispute,Client raised interest rate dispute.,2016-09-26,2016-10-26,Low,Closed,Refund processed.,Gaurika Pillay,In-person,4
T00327,C0358,A9383,525,Smith PLC Branch,EMI Auto-debit Failed,System detected emi auto-debit failed.,2022-12-08,2022-12-16,Critical,Open,Escalated to technical team.,Harish Anne,Phone,3
T00328,C0355,A5425,474,"Roberts, Murphy and Lewis Branch",Online Transfer Failed,Client raised online transfer failed.,2023-06-10,2023-06-26,Low,Open,KYC documents verified.,Ekani Oza,Mobile App,2
T00329,C0014,A3995,,Olsen and Sons Branch,Loan Payment Delay,System detected loan payment delay.,2018-08-07,2018-09-02,High,Closed,KYC documents verified.,Rehaan Balakrishnan,Email,5
T00330,C0341,A6144,,"Morse, Foley and Johnson Branch",Account Access Issue,System detected account access issue.,2018-04-29,,Low,Open,Pending customer verification.,Kashvi Doctor,Email,1
T00331,C0108,A3454,,Wright Ltd Branch,Account Access Issue,Client raised account access issue.,2019-10-04,,Critical,Open,KYC documents verified.,Gaurika Pillay,Phone,1
T00332,C0107,A7524,28,Martin LLC Branch,EMI Auto-debit Failed,System detected emi auto-debit failed.,2015-10-28,2015-11-23,Critical,Escalated,Card replaced and activated.,Wriddhish Sarraf,Mobile App,4
T00333,C0197,A5184,420,"Reyes, Campbell and Walton Branch",EMI Auto-debit Failed,Client raised emi auto-debit failed.,2016-04-29,2016-05-20,Low,Open,Escalated to technical team.,Ikbal Sidhu,Email,3
T00334,C0210,A4938,341,Johnson and Sons Branch,Loan Foreclosure,Customer reported loan foreclosure.,2019-11-28,2019-12-25,Critical,In Progress,Loan schedule updated.,Harish Anne,Phone,4
T00335,C0334,A8942,,Bright Inc Branch,Account Closure Request,Client raised account closure request.,2016-08-13,2016-09-11,High,Open,Loan schedule updated.,Wriddhish Mangal,Phone,1
T00336,C0216,A0685,,Matthews Group Branch,Cheque Bounce,Customer reported cheque bounce.,2019-06-03,2019-06-06,High,In Progress,Card replaced and activated.,Triya Mukhopadhyay,Phone,2
T00337,C0087,A3015,,"Miller, Baker and Owen Branch",Loan Foreclosure,Client raised loan foreclosure.,2017-11-01,2017-11-07,Low,Closed,Card replaced and activated.,Wriddhish Sarraf,Email,3
T00338,C0294,A1104,90,Graham PLC Branch,EMI Auto-debit Failed,Customer reported emi auto-debit failed.,2023-02-20,2023-03-03,High,Closed,Issue resolved successfully.,Triya Mukhopadhyay,Phone,3
T00339,C0495,A7961,424,"Moore, Brown and Brown Branch",Loan Foreclosure,System detected loan foreclosure.,2022-05-24,2022-06-12,Critical,In Progress,Issue resolved successfully.,Niharika Aggarwal,Phone,2
T00340,C0202,A7146,,"Wheeler, Henderson and Weeks Branch",Account Closure Request,System detected account closure request.,2016-07-04,2016-07-15,Critical,Escalated,Escalated to technical team.,Kashvi Doctor,In-person,4
T00341,C0243,A9039,209,Wright PLC Branch,Mismatch in Account Statement,Client raised mismatch in account statement.,2021-10-20,2021-10-29,Medium,Resolved,KYC documents verified.,Triya Mukhopadhyay,Email,1
T00342,C0107,A0306,,Beltran-Nelson Branch,Debit Card Delivery Delay,Customer reported debit card delivery delay.,2021-07-11,2021-08-05,Low,Closed,Escalated to technical team.,Falguni Bhandari,Mobile App,2
T00343,C0341,A5994,101,"Morrison, Morrison and Camacho Branch",Loan Payment Delay,System detected loan payment delay.,2023-08-29,2023-09-26,High,Closed,Issue resolved successfully.,Gaurika Pillay,Phone,5
T00344,C0386,A2718,,"Choi, Hebert and Bush Branch",Loan Foreclosure,Customer reported loan foreclosure.,2017-01-03,2017-01-22,Critical,Resolved,Issue resolved successfully.,Harish Anne,Mobile App,2
T00345,C0398,A1030,153,"Adams, Mitchell and Schneider Branch",Account Closure Request,System detected account closure request.,2015-06-25,2015-07-12,Critical,Escalated,Issue resolved successfully.,Leena Apte,In-person,1
T00346,C0491,A8543,,"Nelson, Randall and Thornton Branch",Unauthorized Transaction,System detected unauthorized transaction.,2017-12-14,2018-01-02,Critical,Resolved,Loan schedule updated.,Wriddhish Sarraf,Email,5
T00347,C0498,A4122,,Davis-Long Branch,Mismatch in Account Statement,System detected mismatch in account statement.,2017-07-01,2017-07-13,Critical,Escalated,Loan schedule updated.,Ria Ghose,Phone,4
T00348,C0261,A2714,475,"Phillips, Hamilton and Campos Branch",Loan Payment Delay,Client raised loan payment delay.,2022-03-20,2022-03-25,Medium,Escalated,Refund processed.,Niharika Aggarwal,Email,4
T00349,C0378,A7845,518,Vaughn Ltd Branch,EMI Auto-debit Failed,Client raised emi auto-debit failed.,2016-10-22,2016-11-05,Medium,In Progress,KYC documents verified.,Udyati Mody,Email,5
T00350,C0040,A2407,412,Bennett and Sons Branch,Debit Card Delivery Delay,Client raised debit card delivery delay.,2017-01-07,2017-01-20,Low,Resolved,Issue resolved successfully.,Kalpit Ahuja,Mobile App,5
T00351,C0416,A7724,493,Salazar Group Branch,Debit Card Delivery Delay,Customer reported debit card delivery delay.,2019-08-10,2019-09-05,High,In Progress,KYC documents verified.,Gaurika Pillay,In-person,4
T00352,C0147,A9774,203,Fleming-Washington Branch,Interest Rate Dispute,Customer reported interest rate dispute.,2019-04-28,2019-04-29,Low,In Progress,Card replaced and activated.,Triya Mukhopadhyay,Email,5
T00353,C0034,A8247,477,Welch-Powers Branch,Online Transfer Failed,Client raised online transfer failed.,2022-05-24,2022-06-13,Critical,Closed,Card replaced and activated.,Ekani Oza,Email,5
T00354,C0454,A7029,,Thompson-Holmes Branch,Interest Rate Dispute,Client raised interest rate dispute.,2020-05-28,2020-06-10,Low,Escalated,Pending customer verification.,Wishi Chhabra,Mobile App,2
T00355,C0327,A1374,,Chavez-Pierce Branch,Card Not Working,Client raised card not working.,2021-02-05,2021-02-12,Low,Closed,Loan schedule updated.,Ekanta Devan,Email,4
T00356,C0037,A3366,,"Edwards, Dunlap and Fernandez Branch",Debit Card Delivery Delay,System detected debit card delivery delay.,2016-03-12,2016-04-02,High,Closed,Card replaced and activated.,Owen Mahajan,In-person,5
T00357,C0499,A4515,,Evans-Baker Branch,Account Frozen,Customer reported account frozen.,2019-08-20,2019-09-07,High,Closed,Loan schedule updated.,Veda Samra,In-person,3
T00358,C0482,A9465,,Stevens-Braun Branch,Mismatch in Account Statement,Client raised mismatch in account statement.,2019-06-19,2019-07-17,Low,In Progress,Card replaced and activated.,Aarnav Sangha,Phone,1
T00359,C0309,A3514,,"Acosta, Murphy and Rojas Branch",Loan Foreclosure,Client raised loan foreclosure.,2023-12-25,2024-01-17,Low,In Progress,Card replaced and activated.,Wriddhish Sarraf,Email,1
T00360,C0336,A2382,,"Burns, Patterson and White Branch",Account Access Issue,System detected account access issue.,2019-11-19,2019-11-28,Low,Closed,Issue resolved successfully.,Ekapad Jhaveri,Mobile App,4
T00361,C0161,A8537,,"Bird, Weber and Cain Branch",Mismatch in Account Statement,Customer reported mismatch in account statement.,2021-09-13,2021-10-08,Critical,Escalated,Issue resolved successfully.,Kalpit Ahuja,In-person,2
T00362,C0243,A0551,,"Camacho, Brown and Terry Branch",Loan Foreclosure,Customer reported loan foreclosure.,2022-07-23,2022-07-31,Medium,Open,Escalated to technical team.,Kashvi Doctor,Mobile App,3
T00363,C0073,A6475,,"Powell, Hamilton and Brown Branch",Loan Payment Delay,Customer reported loan payment delay.,2020-10-21,2020-11-13,High,Closed,Loan schedule updated.,Ekani Oza,In-person,3
T00364,C0149,A3708,,"Smith, Jenkins and Hampton Branch",Unauthorized Transaction,System detected unauthorized transaction.,2019-07-13,2019-07-22,Low,Closed,Issue resolved successfully.,Udyati Mody,In-person,3
T00365,C0100,A1918,,Horton-Jimenez Branch,Account Frozen,System detected account frozen.,2023-11-24,2023-12-17,Critical,In Progress,Refund processed.,Niharika Aggarwal,Mobile App,4
T00366,C0168,A9615,,"Carter, Armstrong and Bailey Branch",UPI Payment Failed,Customer reported upi payment failed.,2017-11-22,2017-12-13,Medium,Resolved,Card replaced and activated.,Ekani Oza,Email,3
T00367,C0262,A4068,284,Lewis Ltd Branch,Loan Payment Delay,Client raised loan payment delay.,2022-07-22,2022-08-02,Medium,Escalated,Escalated to technical team.,Ekani Oza,Phone,5
T00368,C0433,A4409,,"Morgan, Walker and Brown Branch",Account Access Issue,System detected account access issue.,2022-08-30,,Medium,In Progress,KYC documents verified.,Harish Anne,In-person,2
T00369,C0345,A3756,,"Li, Camacho and Cline Branch",Loan Payment Delay,Customer reported loan payment delay.,2021-12-08,2022-01-02,Low,Escalated,Loan schedule updated.,Ria Ghose,Email,4
T00370,C0324,A6082,,Lee-Brown Branch,Account Frozen,Customer reported account frozen.,2021-06-11,,High,Escalated,Pending customer verification.,Kashvi Doctor,Phone,1
T00371,C0421,A8614,,Smith Group Branch,KYC Update Required,Client raised kyc update required.,2021-01-23,2021-02-04,Medium,Escalated,Issue resolved successfully.,Gabriel Mutti,Mobile App,3
T00372,C0099,A0138,,Hodges LLC Branch,Interest Rate Dispute,Client raised interest rate dispute.,2019-04-04,2019-04-15,High,In Progress,Loan schedule updated.,Wishi Chhabra,Phone,3
T00373,C0060,A7723,499,Johnson-Wilson Branch,EMI Auto-debit Failed,System detected emi auto-debit failed.,2020-08-04,2020-08-18,Critical,Resolved,Card replaced and activated.,Chanakya Natt,Phone,5
T00374,C0058,A3745,,Warner-Shelton Branch,KYC Update Required,Customer reported kyc update required.,2017-08-23,2017-09-20,Medium,In Progress,Card replaced and activated.,Aarnav Sangha,Email,2
T00375,C0322,A6907,452,James Group Branch,Interest Rate Dispute,System detected interest rate dispute.,2022-01-27,2022-02-20,High,Closed,Refund processed.,Owen Mahajan,Email,4
T00376,C0362,A1622,352,Townsend-Black Branch,Loan Payment Delay,System detected loan payment delay.,2017-11-07,2017-11-28,High,Resolved,Escalated to technical team.,Ekani Oza,In-person,3
T00377,C0188,A0325,456,"Zavala, Ferguson and Williams Branch",EMI Auto-debit Failed,System detected emi auto-debit failed.,2022-08-15,,High,Resolved,KYC documents verified.,Udyati Mody,Mobile App,4
T00378,C0307,A1285,,Herrera LLC Branch,Mismatch in Account Statement,Customer reported mismatch in account statement.,2020-03-14,2020-03-19,High,Escalated,KYC documents verified.,Vansha Sood,Mobile App,1
T00379,C0096,A1297,447,Johnson Group Branch,Interest Rate Dispute,System detected interest rate dispute.,2018-07-08,2018-07-18,Critical,Resolved,KYC documents verified.,Owen Mahajan,Mobile App,4
T00380,C0389,A2742,,"Glenn, Villa and Perry Branch",Cheque Bounce,Client raised cheque bounce.,2016-05-27,2016-06-18,Low,In Progress,Pending customer verification.,Upkaar Bava,Email,1
T00381,C0189,A1046,,Mullen-Obrien Branch,UPI Payment Failed,Customer reported upi payment failed.,2015-04-18,2015-05-05,Low,Resolved,Loan schedule updated.,Ranveer Roy,Email,4
T00382,C0303,A5069,370,Thompson-Holmes Branch,EMI Auto-debit Failed,Customer reported emi auto-debit failed.,2018-03-09,2018-03-14,Low,Resolved,Refund processed.,Ikbal Sidhu,In-person,4
T00383,C0012,A7655,,"Sloan, Williams and Adkins Branch",EMI Auto-debit Failed,Client raised emi auto-debit failed.,2016-07-07,,Medium,Closed,Loan schedule updated.,Bhavya Dutta,Mobile App,5
T00384,C0118,A8746,,Anderson-Dunn Branch,Loan Payment Delay,System detected loan payment delay.,2020-05-26,2020-06-21,High,Resolved,Card replaced and activated.,Wishi Chhabra,Phone,3
T00385,C0110,A0173,,"Wang, Mcdonald and Church Branch",Interest Rate Dispute,System detected interest rate dispute.,2023-07-03,,Critical,Closed,Issue resolved successfully.,Gabriel Mutti,Mobile App,4
T00386,C0065,A4909,,"Williams, Johnson and Williams Branch",UPI Payment Failed,Customer reported upi payment failed.,2023-12-13,2023-12-21,High,In Progress,Card replaced and activated.,Triya Mukhopadhyay,Mobile App,4
T00387,C0384,A4095,,Townsend-Black Branch,Account Access Issue,System detected account access issue.,2022-03-30,2022-04-12,Low,Escalated,KYC documents verified.,Harish Anne,In-person,3
T00388,C0401,A8716,,Chapman-Goodman Branch,Loan Payment Delay,Client raised loan payment delay.,2015-10-08,2015-10-18,Critical,Closed,Card replaced and activated.,Wishi Chhabra,Mobile App,2
T00389,C0375,A5254,460,Ramirez-Kennedy Branch,Interest Rate Dispute,Client raised interest rate dispute.,2020-12-31,2021-01-04,Low,In Progress,Issue resolved successfully.,Ranveer Roy,Email,4
T00390,C0428,A3559,,"Griffin, White and Miller Branch",Account Frozen,Client raised account frozen.,2023-10-24,2023-11-05,Low,Resolved,Issue resolved successfully.,Advik Bhagat,Phone,1
T00391,C0020,A4367,3,"Morrison, Morrison and Camacho Branch",Interest Rate Dispute,Customer reported interest rate dispute.,2020-04-09,2020-05-08,Low,In Progress,Card replaced and activated.,Kashvi Doctor,Mobile App,2
T00392,C0419,A0550,,Perez Group Branch,Account Access Issue,System detected account access issue.,2023-08-24,2023-09-15,Critical,Resolved,Escalated to technical team.,Chanakya Natt,Email,5
T00393,C0141,A8535,346,Becker-Boone Branch,EMI Auto-debit Failed,Customer reported emi auto-debit failed.,2022-02-28,2022-03-12,Medium,Escalated,Escalated to technical team.,Ria Ghose,Phone,3
T00394,C0436,A9580,110,"Ross, Hayes and Erickson Branch",Debit Card Delivery Delay,System detected debit card delivery delay.,2017-09-22,2017-09-24,Medium,Resolved,Refund processed.,Chaitaly Vaidya,Phone,2
T00395,C0221,A8191,,"Andrade, Gomez and Bishop Branch",UPI Payment Failed,Client raised upi payment failed.,2018-10-18,,Low,Open,Escalated to technical team.,Wriddhish Sarraf,Phone,5
T00396,C0188,A1760,,"Garcia, Bradford and Thomas Branch",UPI Payment Failed,Client raised upi payment failed.,2018-07-21,,High,Escalated,KYC documents verified.,Kalpit Ahuja,Email,4
T00397,C0129,A5869,291,Johnson Ltd Branch,Interest Rate Dispute,Customer reported interest rate dispute.,2015-06-11,2015-06-26,Medium,Closed,Escalated to technical team.,Niharika Aggarwal,Mobile App,3
T00398,C0298,A9809,521,Sanchez PLC Branch,Interest Rate Dispute,Customer reported interest rate dispute.,2016-09-26,2016-10-23,Critical,In Progress,Issue resolved successfully.,Vansha Sood,In-person,5
T00399,C0104,A3913,,Williams-Thomas Branch,Mismatch in Account Statement,System detected mismatch in account statement.,2022-05-20,,Medium,Closed,KYC documents verified.,Veda Samra,Phone,5
T00400,C0254,A4639,,Green-Noble Branch,Loan Foreclosure,Customer reported loan foreclosure.,2018-08-12,2018-08-29,Low,In Progress,Pending customer verification.,Wriddhish Mangal,Email,2
T00401,C0458,A1754,371,"Coffey, Curtis and Garrison Branch",KYC Update Required,Client raised kyc update required.,2015-05-11,2015-06-07,High,Open,Escalated to technical team.,Harish Anne,Email,1
T00402,C0424,A3420,,Scott LLC Branch,Card Not Working,System detected card not working.,2015-11-24,2015-12-15,Critical,Resolved,Refund processed.,Gabriel Mutti,Email,5
T00403,C0390,A4356,,Garcia Group Branch,Online Transfer Failed,Customer reported online transfer failed.,2018-05-29,2018-06-05,Low,In Progress,Loan schedule updated.,Upkaar Bava,Phone,2
T00404,C0217,A8622,,Martin-Hardy Branch,KYC Update Required,Client raised kyc update required.,2017-01-02,2017-01-20,Low,Closed,Escalated to technical team.,Gaurika Pillay,Mobile App,4
T00405,C0400,A1706,,Huynh-Jones Branch,Loan Foreclosure,Customer reported loan foreclosure.,2021-03-02,2021-03-13,Critical,Resolved,Escalated to technical team.,Falguni Bhandari,In-person,3
T00406,C0454,A6756,,"Jenkins, Chambers and Williams Branch",Online Transfer Failed,Customer reported online transfer failed.,2018-08-17,2018-09-05,Critical,Closed,KYC documents verified.,Wishi Chhabra,In-person,4
T00407,C0096,A7332,365,Evans-Baker Branch,EMI Auto-debit Failed,System detected emi auto-debit failed.,2015-05-22,,Low,Resolved,Pending customer verification.,Kalpit Ahuja,In-person,1
T00408,C0422,A4522,410,"Medina, Reeves and Booker Branch",EMI Auto-debit Failed,Customer reported emi auto-debit failed.,2020-02-29,2020-03-05,High,Resolved,Issue resolved successfully.,Owen Mahajan,Mobile App,5
T00409,C0246,A3563,,Fisher Ltd Branch,Mismatch in Account Statement,Client raised mismatch in account statement.,2023-11-22,2023-12-08,Low,Closed,KYC documents verified.,Rehaan Balakrishnan,Email,5
T00410,C0457,A6252,,"Nguyen, Skinner and Le Branch",Mismatch in Account Statement,System detected mismatch in account statement.,2023-08-24,2023-09-22,Critical,Open,Refund processed.,Kashvi Doctor,Phone,5
T00411,C0109,A0188,323,Hawkins-Nguyen Branch,EMI Auto-debit Failed,Customer reported emi auto-debit failed.,2020-11-17,2020-12-05,Low,Escalated,Card replaced and activated.,Kashvi Doctor,Email,2
T00412,C0485,A7077,,Evans-Mercado Branch,Account Frozen,Client raised account frozen.,2016-08-29,2016-09-01,Low,Closed,Card replaced and activated.,Wishi Chhabra,Email,4
T00413,C0136,A8222,,Rodriguez LLC Branch,Online Transfer Failed,Customer reported online transfer failed.,2016-06-18,2016-07-04,Critical,Escalated,KYC documents verified.,Owen Mahajan,Phone,5
T00414,C0367,A8590,190,"Mason, Kelly and Marquez Branch",Loan Foreclosure,Client raised loan foreclosure.,2017-12-26,2018-01-06,Low,Open,KYC documents verified.,Lavanya Hans,Mobile App,3
T00415,C0429,A5707,474,Peterson-Graves Branch,Loan Foreclosure,Client raised loan foreclosure.,2021-08-29,2021-09-23,Critical,Closed,Pending customer verification.,Bhavya Dutta,Email,2
T00416,C0022,A3272,116,Brown LLC Branch,Loan Payment Delay,Client raised loan payment delay.,2023-03-03,,Low,In Progress,Loan schedule updated.,Ikbal Sidhu,Phone,3
T00417,C0042,A0226,,Johnson-Wilson Branch,Card Not Working,System detected card not working.,2016-03-31,2016-04-16,Medium,Closed,Pending customer verification.,Kalpit Ahuja,In-person,5
T00418,C0129,A7914,,"Gutierrez, Richards and Pace Branch",Account Closure Request,Client raised account closure request.,2022-06-30,2022-07-19,Low,Resolved,Pending customer verification.,Leena Apte,In-person,2
T00419,C0078,A4445,,Black Inc Branch,Cheque Bounce,Client raised cheque bounce.,2015-02-04,2015-02-26,High,Open,Issue resolved successfully.,Rehaan Balakrishnan,Mobile App,2
T00420,C0321,A6238,,Garcia-Robinson Branch,Online Transfer Failed,Customer reported online transfer failed.,2020-06-08,,Medium,In Progress,Loan schedule updated.,Bhavya Dutta,Email,1
T00421,C0308,A4054,426,"Roman, Lynch and Davis Branch",Interest Rate Dispute,System detected interest rate dispute.,2019-05-31,2019-06-01,High,In Progress,Loan schedule updated.,Wishi Chhabra,Email,3
T00422,C0264,A6344,,"Huff, Bryant and Thomas Branch",Account Closure Request,System detected account closure request.,2018-02-21,2018-03-04,Medium,Open,KYC documents verified.,Upkaar Bava,Phone,4
T00423,C0350,A3939,,Black Group Branch,Interest Rate Dispute,System detected interest rate dispute.,2018-07-03,,Medium,In Progress,KYC documents verified.,Ranveer Roy,Phone,2
T00424,C0065,A5063,,Wolf-Rollins Branch,Debit Card Delivery Delay,Customer reported debit card delivery delay.,2023-08-21,2023-09-20,High,Open,Loan schedule updated.,Falguni Bhandari,Email,2
T00425,C0327,A5204,,Padilla-Cunningham Branch,KYC Update Required,System detected kyc update required.,2023-08-02,2023-08-16,Critical,Resolved,Pending customer verification.,Kashvi Doctor,Phone,1
T00426,C0086,A2156,542,Sutton-Huang Branch,Debit Card Delivery Delay,Client raised debit card delivery delay.,2021-11-11,2021-12-01,Medium,In Progress,KYC documents verified.,Ria Ghose,In-person,1
T00427,C0006,A7809,,Johnson Ltd Branch,Interest Rate Dispute,Customer reported interest rate dispute.,2021-10-12,2021-11-02,Critical,Escalated,Card replaced and activated.,Ranveer Roy,Phone,2
T00428,C0264,A3708,,Lynch Ltd Branch,KYC Update Required,Customer reported kyc update required.,2015-03-03,,Medium,In Progress,Issue resolved successfully.,Chanakya Natt,Mobile App,5
T00429,C0227,A8028,,"Solis, Simpson and Martin Branch",Card Not Working,Client raised card not working.,2017-10-07,2017-11-01,Critical,Resolved,Card replaced and activated.,Vansha Sood,Email,5
T00430,C0132,A1792,,Pitts Inc Branch,Account Access Issue,Client raised account access issue.,2015-06-23,,Critical,Open,Loan schedule updated.,Upkaar Bava,Email,2
T00431,C0383,A4771,16,Edwards PLC Branch,Loan Foreclosure,Client raised loan foreclosure.,2018-06-01,2018-06-11,Low,Closed,Pending customer verification.,Bhavya Dutta,Mobile App,1
T00432,C0437,A8203,43,Garcia-Watkins Branch,Interest Rate Dispute,System detected interest rate dispute.,2021-07-25,,High,Escalated,Issue resolved successfully.,Chanakya Natt,Mobile App,5
T00433,C0049,A3309,119,Clark Inc Branch,EMI Auto-debit Failed,Client raised emi auto-debit failed.,2018-08-20,2018-09-19,Low,Open,Issue resolved successfully.,Gabriel Mutti,Mobile App,3
T00434,C0037,A1398,,"Gonzales, Diaz and Green Branch",KYC Update Required,Client raised kyc update required.,2020-09-26,2020-10-02,Critical,Open,Refund processed.,Chanakya Natt,In-person,5
